1,175.7213088955302,280.27179533502476,110.98792576670409
2,493.58668442948772,267.36238048475218,110.90510649215793
3,811.86608598271005,229.07897811303553,110.60085522101579
4,1113.147603106238,236.05206791214556,111.01475781530914
5,1353.4813680617428,219.54025182284781,110.20184054387678
6,1682.5060466456825,231.38899402771116,111.30365979257624
7,2021.3417046682839,236.67585990840195,111.07895723326335
8,2286.7938303975207,239.0649685016574,110.62846219258252
9,2591.9984475936694,249.73336466699982,109.82375030610422
10,2901.8654548831428,206.06768226807628,110.611049290956
11,181.21670296697931,582.84289764836171,111.10050151705624
12,462.16861689937184,565.98033261495675,111.20739498053223
13,786.32481306349996,625.31539657827705,111.41612477246528
14,1111.5730544609933,581.03176832143367,110.73507664291799
15,1410.200712069171,569.91143867609765,110.90074444161817
16,1712.3361434296301,601.74513729432363,111.17720341612859
17,2001.1988416599543,605.99701301456003,111.40733397386998
18,2326.788118087381,600.15828677244065,110.40491431287803
19,2600.1047589890613,595.30102120059178,110.35411850472006
20,2882.2264216882941,594.76140134207117,110.0021484760718
21,214.37060098931025,953.66126213918676,110.54683014321618
22,502.68927176346733,922.99495798397948,110.68935003427079
23,837.13853624790227,935.78726253306263,109.99276624778162
24,1128.7632813588918,941.27995184232418,110.27077979621184
25,1389.5318434864357,949.02436377262654,109.83352691071259
26,1755.4309202085351,913.66633135422353,110.37198799682908
27,2008.0335455779668,902.34753316527963,109.18426516670598
28,2292.8814814155412,933.41109368674961,110.44321926688136
29,2602.6231126733483,940.87742835964434,110.37519760399726
30,2906.6051385414066,936.89079827462569,110.62591812268727
31,237.57771765414941,1272.3387325903316,109.52773951156753
32,547.05681760763889,1193.1132420431529,111.23226055258506
33,846.69799676750699,1227.3927738293296,111.14291461728649
34,1113.1299456625848,1220.3921116586478,111.42017166549213
35,1414.7595830491675,1246.777914919564,111.13081833631978
36,1771.0830356447877,1268.3497890691574,111.28343367008544
37,2027.5454357458639,1296.459892301421,110.86453042850964
38,2340.9953819787861,1294.6397626924563,111.04391492087144
39,2632.8024623799065,1342.68945718847,110.58520069818358
40,2915.9660505871425,1282.3961859973322,111.80081603702479
41,232.88392265160249,1561.1519503800014,110.22069258887197
42,531.29223177105223,1535.9510438750397,110.90913609968062
43,856.22787362585359,1504.5238245645401,110.81641190319144
44,1109.8387775472629,1523.1124527588786,110.76827030985355
45,1410.9283540313465,1521.4376023053851,110.81993211887139
46,1680.1668038948544,1566.7682215965224,110.94279771533395
47,1991.9468819986046,1581.9505451216119,110.6212621069146
48,2320.9036847590041,1603.452788147712,110.67788122999036
49,2588.2931779388173,1634.6818172334542,111.08457963042098
50,2983.5064835447606,1647.7336534899716,110.85205546529502
51,1186.0329400331123,1923.9656665668181,110.78308289957523
